YearStart,LocationAbbr,StratificationCategory1,Stratification1,Data_Value
2021,OH,Income,"$35,000 - $49,999",34.9
2021,OH,Income,"$50,000 - $74,999",39.7
2021,OH,Income,"$75,000 or greater",39.5
2021,OH,Age (years),18 - 24,21.8
2021,OH,Race/Ethnicity,2 or more races,45.4
2021,OH,Age (years),25 - 34,36.5
2021,OH,Age (years),35 - 44,42.1
2021,OH,Age (years),45 - 54,45.7
2021,OH,Age (years),55 - 64,42.1
2021,OH,Age (years),65 or older,35.7
2021,OH,Race/Ethnicity,American Indian/Alaska Native,37.6
2021,OH,Race/Ethnicity,Asian,12.6
2021,OH,Education,College graduate,34.5
2021,OH,Income,Data not reported,34.1
2021,OH,Sex,Female,39.0
2021,OH,Education,High school graduate,39.7
2021,OH,Race/Ethnicity,Hispanic,35.1
2021,OH,Income,"Less than $15,000",43.5
2021,OH,Education,Less than high school,33.5
2021,OH,Sex,Male,36.5
2021,OH,Race/Ethnicity,Non-Hispanic Black,42.6
2021,OH,Race/Ethnicity,Non-Hispanic White,37.6
2021,OH,Race/Ethnicity,Other,27.6
2021,OH,Education,Some college or technical school,40.1
2021,OH,Total,Total,37.8
2021,OK,Income,"$15,000 - $24,999",40.7
2021,OK,Income,"$25,000 - $34,999",39.1
2021,OK,Income,"$35,000 - $49,999",40.9
2021,OK,Income,"$50,000 - $74,999",44.7
2021,OK,Income,"$75,000 or greater",43.4
2021,OK,Age (years),18 - 24,30.6
2021,OK,Race/Ethnicity,2 or more races,42.8
2021,OK,Age (years),25 - 34,36.4
2021,OK,Age (years),35 - 44,46.0
2021,OK,Age (years),45 - 54,50.0
2021,OK,Age (years),55 - 64,42.0
2021,OK,Age (years),65 or older,33.2
2021,OK,Race/Ethnicity,American Indian/Alaska Native,47.1
2021,OK,Education,College graduate,32.8
2021,OK,Income,Data not reported,35.0
2021,OK,Sex,Female,39.0
2021,OK,Education,High school graduate,41.3
2021,OK,Race/Ethnicity,Hispanic,39.9
2021,OK,Income,"Less than $15,000",41.1
2021,OK,Education,Less than high school,39.8
2021,OK,Sex,Male,39.8
2021,OK,Race/Ethnicity,Non-Hispanic Black,44.8
2021,OK,Race/Ethnicity,Non-Hispanic White,38.3
2021,OK,Education,Some college or technical school,42.4
2021,OK,Total,Total,39.4
2021,OR,Income,"$15,000 - $24,999",35.8
2021,OR,Income,"$25,000 - $34,999",29.8
2021,OR,Income,"$35,000 - $49,999",33.3
2021,OR,Income,"$75,000 or greater",27.3
2021,OR,Age (years),18 - 24,16.9
2021,OR,Race/Ethnicity,2 or more races,38.5
2021,OR,Age (years),25 - 34,33.4
2021,OR,Age (years),35 - 44,33.7
2021,OR,Age (years),45 - 54,37.5
2021,OR,Age (years),55 - 64,34.4
2021,OR,Age (years),65 or older,25.0
2021,OR,Race/Ethnicity,American Indian/Alaska Native,37.5
2021,OR,Race/Ethnicity,Asian,13.2
2021,OR,Education,College graduate,24.9
2021,OR,Income,Data not reported,28.6
2021,OR,Sex,Female,31.1
2021,OR,Education,High school graduate,30.0
2021,OR,Race/Ethnicity,Hispanic,36.8
2021,OR,Income,"Less than $15,000",33.8
2021,OR,Education,Less than high school,35.2
2021,OR,Sex,Male,29.7
2021,OR,Race/Ethnicity,Non-Hispanic Black,27.5
2021,OR,Race/Ethnicity,Non-Hispanic White,30.6
2021,OR,Education,Some college or technical school,34.7
2021,OR,Total,Total,30.4
2021,PA,Income,"$15,000 - $24,999",37.5
2021,PA,Income,"$25,000 - $34,999",37.0
2021,PA,Income,"$35,000 - $49,999",36.3
2021,PA,Income,"$50,000 - $74,999",32.6
2021,PA,Income,"$75,000 or greater",36.0
2021,PA,Age (years),18 - 24,19.0
2021,PA,Race/Ethnicity,2 or more races,44.9
2021,PA,Age (years),25 - 34,29.1
2021,PA,Age (years),35 - 44,37.4
2021,PA,Age (years),45 - 54,40.9
2021,PA,Age (years),55 - 64,40.0
2021,PA,Age (years),65 or older,31.0
2021,PA,Race/Ethnicity,Asian,10.6
2021,PA,Education,College graduate,26.8
2021,PA,Income,Data not reported,29.7
2021,PA,Sex,Female,32.6
2021,PA,Education,High school graduate,36.5
2021,PA,Race/Ethnicity,Hispanic,34.1
2021,PA,Income,"Less than $15,000",41.1
2021,PA,Education,Less than high school,34.3
2021,PA,Sex,Male,34.0
2021,PA,Race/Ethnicity,Non-Hispanic Black,44.7
2021,PA,Race/Ethnicity,Non-Hispanic White,32.7
2021,PA,Education,Some college or technical school,36.1
2021,PA,Total,Total,33.3
2021,RI,Income,"$15,000 - $24,999",35.5
2021,RI,Income,"$25,000 - $34,999",38.0
2021,RI,Income,"$35,000 - $49,999",33.9
2021,RI,Income,"$50,000 - $74,999",28.0
2021,RI,Income,"$75,000 or greater",29.8
2021,RI,Age (years),18 - 24,20.1
2021,RI,Race/Ethnicity,2 or more races,32.4
2021,RI,Age (years),25 - 34,31.1
2021,RI,Age (years),35 - 44,35.1
2021,RI,Age (years),45 - 54,36.8
2021,RI,Age (years),55 - 64,33.3
2021,RI,Age (years),65 or older,24.9
2021,RI,Race/Ethnicity,Asian,13.4
2021,RI,Education,College graduate,23.9
2021,RI,Income,Data not reported,26.1
2021,RI,Sex,Female,29.2
2021,RI,Education,High school graduate,34.6
2021,RI,Race/Ethnicity,Hispanic,33.9
2021,RI,Income,"Less than $15,000",40.8
2021,RI,Education,Less than high school,34.7
2021,RI,Sex,Male,30.9
2021,RI,Race/Ethnicity,Non-Hispanic Black,43.1
2021,RI,Race/Ethnicity,Non-Hispanic White,28.7
2021,RI,Race/Ethnicity,Other,34.2
2021,RI,Education,Some college or technical school,30.7
2021,RI,Total,Total,30.1
2021,SC,Income,"$15,000 - $24,999",41.7
2021,SC,Income,"$25,000 - $34,999",41.2
2021,SC,Income,"$35,000 - $49,999",35.5
2021,SC,Income,"$50,000 - $74,999",39.1
2021,SC,Income,"$75,000 or greater",35.6
2021,SC,Age (years),18 - 24,21.0
2021,SC,Race/Ethnicity,2 or more races,35.0
2021,SC,Age (years),25 - 34,36.3
2021,SC,Age (years),35 - 44,40.6
2021,SC,Age (years),45 - 54,47.1
2021,SC,Age (years),55 - 64,38.1
2021,SC,Age (years),65 or older,32.5
2021,SC,Race/Ethnicity,American Indian/Alaska Native,52.4
2021,SC,Race/Ethnicity,Asian,19.1
2021,SC,Education,College graduate,32.7
2021,SC,Income,Data not reported,29.7
2021,SC,Sex,Female,38.3
2021,SC,Education,High school graduate,36.7
2021,SC,Race/Ethnicity,Hispanic,28.3
2021,SC,Income,"Less than $15,000",48.1
2021,SC,Education,Less than high school,39.9
2021,SC,Sex,Male,33.8
2021,SC,Race/Ethnicity,Non-Hispanic Black,45.7
2021,SC,Race/Ethnicity,Non-Hispanic White,32.9
2021,SC,Race/Ethnicity,Other,35.2
2021,SC,Education,Some college or technical school,37.1
2021,SC,Total,Total,36.1
2021,SD,Income,"$15,000 - $24,999",40.3
2021,SD,Income,"$25,000 - $34,999",44.4
2021,SD,Income,"$35,000 - $49,999",41.7
2021,SD,Income,"$50,000 - $74,999",39.5
2021,SD,Income,"$75,000 or greater",40.7
2021,SD,Age (years),18 - 24,20.8
2021,SD,Race/Ethnicity,2 or more races,28.9
2021,SD,Age (years),25 - 34,43.9
2021,SD,Age (years),35 - 44,40.7
2021,SD,Age (years),45 - 54,45.3
2021,SD,Age (years),55 - 64,44.8
2021,SD,Age (years),65 or older,34.3
2021,SD,Race/Ethnicity,American Indian/Alaska Native,54.6
2021,SD,Education,College graduate,36.1
2021,SD,Income,Data not reported,33.4
2021,SD,Sex,Female,37.0
2021,SD,Education,High school graduate,42.4
2021,SD,Race/Ethnicity,Hispanic,49.7
2021,SD,Income,"Less than $15,000",44.8
2021,SD,Education,Less than high school,46.3
2021,SD,Sex,Male,39.7
2021,SD,Race/Ethnicity,Non-Hispanic White,37.2
2021,SD,Education,Some college or technical school,35.0
2021,SD,Total,Total,38.4
2021,TN,Income,"$15,000 - $24,999",32.5
2021,TN,Income,"$25,000 - $34,999",38.6
2021,TN,Income,"$35,000 - $49,999",39.8
2021,TN,Income,"$50,000 - $74,999",33.1
2021,TN,Income,"$75,000 or greater",40.4
2021,TN,Age (years),18 - 24,25.8
2021,TN,Race/Ethnicity,2 or more races,43.8
2021,TN,Age (years),25 - 34,33.4
2021,TN,Age (years),35 - 44,41.0
2021,TN,Age (years),45 - 54,43.3
2021,TN,Age (years),55 - 64,38.0
2021,TN,Age (years),65 or older,28.9
2021,TN,Race/Ethnicity,American Indian/Alaska Native,33.0
2021,TN,Race/Ethnicity,Asian,12.4
2021,TN,Education,College graduate,33.2
2021,TN,Income,Data not reported,30.1
2021,TN,Sex,Female,37.1
2021,TN,Education,High school graduate,36.0
2021,TN,Race/Ethnicity,Hispanic,33.8
2021,TN,Income,"Less than $15,000",42.1
2021,TN,Education,Less than high school,33.1
2021,TN,Sex,Male,32.8
2021,TN,Race/Ethnicity,Non-Hispanic Black,47.3
2021,TN,Race/Ethnicity,Non-Hispanic White,33.0
2021,TN,Education,Some college or technical school,36.3
2021,TN,Total,Total,35.0
2021,TX,Income,"$15,000 - $24,999",38.6
2021,TX,Income,"$25,000 - $34,999",39.1
2021,TX,Income,"$35,000 - $49,999",39.4
2021,TX,Income,"$50,000 - $74,999",37.9
2021,TX,Income,"$75,000 or greater",37.9
2021,TX,Age (years),18 - 24,22.1
2021,TX,Race/Ethnicity,2 or more races,24.5
2021,TX,Age (years),25 - 34,35.1
2021,TX,Age (years),35 - 44,38.2
2021,TX,Age (years),45 - 54,47.6
2021,TX,Age (years),55 - 64,42.2
2021,TX,Age (years),65 or older,30.6
2021,TX,Race/Ethnicity,American Indian/Alaska Native,26.5
2021,TX,Race/Ethnicity,Asian,12.4
2021,TX,Education,College graduate,28.3
2021,TX,Income,Data not reported,31.1
2021,TX,Sex,Female,36.6
2021,TX,Education,High school graduate,38.6
2021,TX,Race/Ethnicity,Hispanic,42.5
2021,TX,Income,"Less than $15,000",44.8
2021,TX,Education,Less than high school,44.5
2021,TX,Sex,Male,35.7
2021,TX,Race/Ethnicity,Non-Hispanic Black,43.5
2021,TX,Race/Ethnicity,Non-Hispanic White,31.5
2021,TX,Race/Ethnicity,Other,32.4
2021,TX,Education,Some college or technical school,37.1
2021,TX,Total,Total,36.1
2021,UT,Income,"$15,000 - $24,999",33.5
2021,UT,Income,"$25,000 - $34,999",34.4
2021,UT,Income,"$35,000 - $49,999",34.8
2021,UT,Income,"$50,000 - $74,999",35.0
2021,UT,Income,"$75,000 or greater",34.3
2021,UT,Age (years),18 - 24,16.7
2021,UT,Race/Ethnicity,2 or more races,31.0
2021,UT,Age (years),25 - 34,32.2
2021,UT,Age (years),35 - 44,34.9
2021,UT,Age (years),45 - 54,37.0
2021,UT,Age (years),55 - 64,37.1
2021,UT,Age (years),65 or older,28.7
2021,UT,Race/Ethnicity,American Indian/Alaska Native,39.9
2021,UT,Race/Ethnicity,Asian,11.1
2021,UT,Education,College graduate,26.7
2021,UT,Income,Data not reported,26.6
2021,UT,Sex,Female,31.4
2021,UT,Education,High school graduate,31.9
2021,UT,Race/Ethnicity,Hispanic,37.0
2021,UT,Income,"Less than $15,000",27.4
2021,UT,Education,Less than high school,34.8
2021,UT,Sex,Male,30.5
2021,UT,Race/Ethnicity,Non-Hispanic Black,23.1
2021,UT,Race/Ethnicity,Non-Hispanic White,30.3
2021,UT,Education,Some college or technical school,32.9
2021,UT,Total,Total,30.9
2021,VT,Income,"$15,000 - $24,999",34.1
2021,VT,Income,"$25,000 - $34,999",28.0
2021,VT,Income,"$35,000 - $49,999",34.5
2021,VT,Income,"$50,000 - $74,999",30.2
2021,VT,Income,"$75,000 or greater",28.6
2021,VT,Age (years),18 - 24,18.4
2021,VT,Race/Ethnicity,2 or more races,30.1
2021,VT,Age (years),25 - 34,28.2
2021,VT,Age (years),35 - 44,33.0
2021,VT,Age (years),45 - 54,35.0
2021,VT,Age (years),55 - 64,32.8
2021,VT,Age (years),65 or older,26.8
2021,VT,Race/Ethnicity,American Indian/Alaska Native,35.2
2021,VT,Education,College graduate,22.4
2021,VT,Income,Data not reported,25.8
2021,VT,Sex,Female,29.0
2021,VT,Education,High school graduate,34.9
2021,VT,Race/Ethnicity,Hispanic,25.2
2021,VT,Income,"Less than $15,000",35.0
2021,VT,Education,Less than high school,31.0
2021,VT,Sex,Male,29.1
2021,VT,Race/Ethnicity,Non-Hispanic White,29.2
2021,VT,Race/Ethnicity,Other,43.5
2021,VT,Education,Some college or technical school,30.7
2021,VT,Total,Total,29.0
2021,VA,Income,"$15,000 - $24,999",41.4
2021,VA,Income,"$25,000 - $34,999",35.1
2021,VA,Income,"$35,000 - $49,999",36.5
2021,VA,Income,"$50,000 - $74,999",38.4
2021,VA,Income,"$75,000 or greater",38.9
2021,VA,Age (years),18 - 24,17.4
2021,VA,Race/Ethnicity,2 or more races,24.7
2021,VA,Age (years),25 - 34,32.9
2021,VA,Age (years),35 - 44,36.7
2021,VA,Age (years),45 - 54,42.7
2021,VA,Age (years),55 - 64,41.4
2021,VA,Age (years),65 or older,31.6
2021,VA,Race/Ethnicity,Asian,15.1
2021,VA,Education,College graduate,27.0
2021,VA,Income,Data not reported,30.1
2021,VA,Sex,Female,34.9
2021,VA,Education,High school graduate,38.4
2021,VA,Race/Ethnicity,Hispanic,30.2
2021,VA,Income,"Less than $15,000",38.2
2021,VA,Education,Less than high school,39.1
2021,VA,Sex,Male,33.6
2021,VA,Race/Ethnicity,Non-Hispanic Black,46.7
2021,VA,Race/Ethnicity,Non-Hispanic White,33.3
2021,VA,Race/Ethnicity,Other,35.9
2021,VA,Education,Some college or technical school,38.1
2021,VA,Total,Total,34.2
2021,WA,Income,"$15,000 - $24,999",37.8
2021,WA,Income,"$25,000 - $34,999",33.3
2021,WA,Income,"$35,000 - $49,999",31.6
2021,WA,Income,"$50,000 - $74,999",29.5
2021,WA,Income,"$75,000 or greater",30.3
2021,WA,Age (years),18 - 24,18.3
2021,WA,Race/Ethnicity,2 or more races,38.3
2021,WA,Age (years),25 - 34,28.4
2021,WA,Age (years),35 - 44,30.7
2021,WA,Age (years),45 - 54,33.0
2021,WA,Age (years),55 - 64,32.8
2021,WA,Age (years),65 or older,26.9
2021,WA,Race/Ethnicity,American Indian/Alaska Native,43.9
2021,WA,Race/Ethnicity,Asian,9.6
2021,WA,Education,College graduate,22.3
2021,WA,Income,Data not reported,24.5
2021,WA,Sex,Female,29.3
2021,WA,Race/Ethnicity,Hawaiian/Pacific Islander,46.9
2021,WA,Education,High school graduate,32.4
2021,WA,Race/Ethnicity,Hispanic,35.4
2021,WA,Income,"Less than $15,000",40.6
2021,WA,Education,Less than high school,33.6
2021,WA,Sex,Male,28.3
2021,WA,Race/Ethnicity,Non-Hispanic Black,38.0
2021,WA,Race/Ethnicity,Non-Hispanic White,29.5
2021,WA,Race/Ethnicity,Other,22.2
2021,WA,Education,Some college or technical school,31.5
2021,WA,Total,Total,28.8
2021,WV,Income,"$15,000 - $24,999",44.7
2021,WV,Income,"$25,000 - $34,999",44.3
2021,WV,Income,"$35,000 - $49,999",42.1
2021,WV,Income,"$50,000 - $74,999",43.1
2021,WV,Income,"$75,000 or greater",40.4
2021,WV,Age (years),18 - 24,30.4
2021,WV,Race/Ethnicity,2 or more races,42.9
2021,WV,Age (years),25 - 34,39.8
2021,WV,Age (years),35 - 44,45.2
2021,WV,Age (years),45 - 54,48.0
2021,WV,Age (years),55 - 64,44.6
2021,WV,Age (years),65 or older,35.9
2021,WV,Education,College graduate,35.4
2021,WV,Income,Data not reported,34.9
2021,WV,Sex,Female,41.8
2021,WV,Education,High school graduate,42.8
2021,WV,Race/Ethnicity,Hispanic,41.0
2021,WV,Income,"Less than $15,000",43.0
2021,WV,Education,Less than high school,40.3
2021,WV,Sex,Male,39.4
2021,WV,Race/Ethnicity,Non-Hispanic Black,41.2
2021,WV,Race/Ethnicity,Non-Hispanic White,40.7
2021,WV,Education,Some college or technical school,41.2
2021,WV,Total,Total,40.6
2021,WI,Income,"$15,000 - $24,999",40.1
2021,WI,Income,"$25,000 - $34,999",42.4
2021,WI,Income,"$35,000 - $49,999",33.1
2021,WI,Income,"$50,000 - $74,999",38.4
2021,WI,Income,"$75,000 or greater",30.5
2021,WI,Age (years),18 - 24,23.1
2021,WI,Race/Ethnicity,2 or more races,36.6
2021,WI,Age (years),25 - 34,28.3
2021,WI,Age (years),35 - 44,33.4
2021,WI,Age (years),45 - 54,44.9
2021,WI,Age (years),55 - 64,39.5
2021,WI,Age (years),65 or older,32.3
2021,WI,Race/Ethnicity,American Indian/Alaska Native,44.8
2021,WI,Race/Ethnicity,Asian,16.5
2021,WI,Education,College graduate,27.1
2021,WI,Income,Data not reported,29.6
2021,WI,Sex,Female,34.5
2021,WI,Education,High school graduate,37.5
2021,WI,Race/Ethnicity,Hispanic,31.0
2021,WI,Income,"Less than $15,000",36.7
2021,WI,Education,Less than high school,32.9
2021,WI,Sex,Male,33.3
2021,WI,Race/Ethnicity,Non-Hispanic Black,55.1
2021,WI,Race/Ethnicity,Non-Hispanic White,33.1
2021,WI,Education,Some college or technical school,36.7
2021,WI,Total,Total,33.9
2021,WY,Income,"$15,000 - $24,999",31.7
2021,WY,Income,"$25,000 - $34,999",31.9
2021,WY,Income,"$35,000 - $49,999",35.1
2021,WY,Income,"$50,000 - $74,999",33.4
2021,WY,Income,"$75,000 or greater",30.1
2021,WY,Age (years),18 - 24,28.8
2021,WY,Race/Ethnicity,2 or more races,43.5
2021,WY,Age (years),25 - 34,31.9
2021,WY,Age (years),35 - 44,33.6
2021,WY,Age (years),45 - 54,34.8
2021,WY,Age (years),55 - 64,34.2
2021,WY,Age (years),65 or older,29.6
2021,WY,Education,College graduate,26.9
2021,WY,Income,Data not reported,30.6
2021,WY,Sex,Female,31.5
2021,WY,Education,High school graduate,35.0
2021,WY,Race/Ethnicity,Hispanic,39.0
2021,WY,Income,"Less than $15,000",34.9
2021,WY,Education,Less than high school,32.7
2021,WY,Sex,Male,32.4
2021,WY,Race/Ethnicity,Non-Hispanic White,31.3
2021,WY,Education,Some college or technical school,32.8
2021,WY,Total,Total,32.0
2021,US,Income,"$15,000 - $24,999",37.8
2021,US,Income,"$25,000 - $34,999",37.2
2021,US,Income,"$35,000 - $49,999",35.6
2021,US,Income,"$50,000 - $74,999",35.0
2021,US,Income,"$75,000 or greater",33.7
2021,US,Age (years),18 - 24,20.7
2021,US,Race/Ethnicity,2 or more races,33.1
2021,US,Age (years),25 - 34,32.0
2021,US,Age (years),35 - 44,36.8
2021,US,Age (years),45 - 54,39.3
2021,US,Age (years),55 - 64,38.1
2021,US,Age (years),65 or older,29.5
2021,US,Race/Ethnicity,American Indian/Alaska Native,38.7
2021,US,Race/Ethnicity,Asian,11.8
2021,US,Education,College graduate,26.3
2021,US,Income,Data not reported,28.5
2021,US,Sex,Female,33.7
2021,US,Race/Ethnicity,Hawaiian/Pacific Islander,42.9
2021,US,Education,High school graduate,35.5
2021,US,Race/Ethnicity,Hispanic,37.1
2021,US,Income,"Less than $15,000",38.7
2021,US,Education,Less than high school,37.8
2021,US,Sex,Male,32.3
2021,US,Race/Ethnicity,Non-Hispanic Black,42.9
2021,US,Race/Ethnicity,Non-Hispanic White,32.0
2021,US,Race/Ethnicity,Other,30.9
2021,US,Education,Some college or technical school,35.6
2021,US,Total,Total,33.0
2021,GU,Income,"$15,000 - $24,999",38.1
2021,GU,Income,"$25,000 - $34,999",34.8
2021,GU,Income,"$35,000 - $49,999",28.2
2021,GU,Income,"$50,000 - $74,999",38.8
2021,GU,Income,"$75,000 or greater",37.3
2021,GU,Age (years),18 - 24,29.9
2021,GU,Race/Ethnicity,2 or more races,26.8
2021,GU,Age (years),25 - 34,38.4
2021,GU,Age (years),35 - 44,26.7
2021,GU,Age (years),45 - 54,43.9
2021,GU,Age (years),55 - 64,39.7
2021,GU,Age (years),65 or older,17.6
2021,GU,Race/Ethnicity,Asian,16.4
2021,GU,Education,College graduate,22.2
2021,GU,Income,Data not reported,30.0
2021,GU,Sex,Female,30.7
2021,GU,Race/Ethnicity,Hawaiian/Pacific Islander,50.4
2021,GU,Education,High school graduate,41.9
2021,GU,Race/Ethnicity,Hispanic,39.2
2021,GU,Income,"Less than $15,000",32.5
2021,GU,Education,Less than high school,33.8
2021,GU,Sex,Male,36.0
2021,GU,Race/Ethnicity,Non-Hispanic White,18.2
2021,GU,Education,Some college or technical school,31.6
2021,GU,Total,Total,33.5
2021,PR,Income,"$15,000 - $24,999",39.8
2021,PR,Income,"$25,000 - $34,999",35.8
2021,PR,Income,"$35,000 - $49,999",34.6
2021,PR,Income,"$50,000 - $74,999",31.2
2021,PR,Income,"$75,000 or greater",27.2
2021,PR,Age (years),18 - 24,23.4
2021,PR,Age (years),25 - 34,34.1
2021,PR,Age (years),35 - 44,40.2
2021,PR,Age (years),45 - 54,45.4
2021,PR,Age (years),55 - 64,42.2
2021,PR,Age (years),65 or older,29.6
2021,PR,Education,College graduate,32.1
2021,PR,Income,Data not reported,30.5
2021,PR,Sex,Female,37.5
2021,PR,Education,High school graduate,37.8
2021,PR,Race/Ethnicity,Hispanic,36.1
2021,PR,Income,"Less than $15,000",39.4
2021,PR,Education,Less than high school,39.0
2021,PR,Sex,Male,34.3
2021,PR,Education,Some college or technical school,36.2
2021,PR,Total,Total,36.0
2021,VI,Income,"$15,000 - $24,999",28.6
2021,VI,Income,"$25,000 - $34,999",48.2
2021,VI,Income,"$35,000 - $49,999",39.7
2021,VI,Income,"$50,000 - $74,999",36.8
2021,VI,Income,"$75,000 or greater",56.9
2021,VI,Age (years),18 - 24,18.1
2021,VI,Age (years),25 - 34,27.5
2021,VI,Age (years),35 - 44,51.3
2021,VI,Age (years),45 - 54,59.7
2021,VI,Age (years),55 - 64,30.9
2021,VI,Age (years),65 or older,18.9
2021,VI,Education,College graduate,39.0
2021,VI,Income,Data not reported,22.9
2021,VI,Sex,Female,44.5
2021,VI,Education,High school graduate,38.6
2021,VI,Race/Ethnicity,Hispanic,52.2
2021,VI,Income,"Less than $15,000",46.2
2021,VI,Education,Less than high school,33.4
2021,VI,Sex,Male,25.7
2021,VI,Race/Ethnicity,Non-Hispanic Black,36.7
2021,VI,Race/Ethnicity,Non-Hispanic White,12.6
2021,VI,Education,Some college or technical school,33.0
2021,VI,Total,Total,35.6
2022,AL,Income,"$15,000 - $24,999",46.1
2022,AL,Income,"$25,000 - $34,999",38.0
2022,AL,Income,"$35,000 - $49,999",42.3
2022,AL,Income,"$50,000 - $74,999",42.4
2022,AL,Income,"$75,000 or greater",37.6
2022,AL,Age (years),18 - 24,19.8
2022,AL,Race/Ethnicity,2 or more races,30.8
2022,AL,Age (years),25 - 34,37.4
2022,AL,Age (years),35 - 44,43.2
2022,AL,Age (years),45 - 54,48.1
2022,AL,Age (years),55 - 64,41.6
2022,AL,Age (years),65 or older,36.3
2022,AL,Race/Ethnicity,American Indian/Alaska Native,37.4
2022,AL,Education,College graduate,36.3
2022,AL,Income,Data not reported,33.8
2022,AL,Sex,Female,40.6
2022,AL,Education,High school graduate,40.0
2022,AL,Race/Ethnicity,Hispanic,33.4
2022,AL,Income,"Less than $15,000",39.5
2022,AL,Education,Less than high school,32.6
2022,AL,Sex,Male,35.8
2022,AL,Race/Ethnicity,Non-Hispanic Black,50.2
2022,AL,Race/Ethnicity,Non-Hispanic White,35.1
2022,AL,Education,Some college or technical school,40.5
2022,AL,Total,Total,38.3
2022,AK,Income,"$15,000 - $24,999",45.0
2022,AK,Income,"$25,000 - $34,999",33.3
2022,AK,Income,"$35,000 - $49,999",28.5
2022,AK,Income,"$50,000 - $74,999",34.8
2022,AK,Income,"$75,000 or greater",34.0
2022,AK,Age (years),18 - 24,24.5
2022,AK,Race/Ethnicity,2 or more races,36.6
2022,AK,Age (years),25 - 34,29.5
2022,AK,Age (years),35 - 44,36.0
2022,AK,Age (years),45 - 54,41.8
2022,AK,Age (years),55 - 64,33.1
2022,AK,Age (years),65 or older,28.0
2022,AK,Race/Ethnicity,American Indian/Alaska Native,36.2
2022,AK,Race/Ethnicity,Asian,24.2
2022,AK,Education,College graduate,24.1
2022,AK,Income,Data not reported,28.9
2022,AK,Sex,Female,33.3
2022,AK,Education,High school graduate,34.6
2022,AK,Race/Ethnicity,Hispanic,27.1
2022,AK,Income,"Less than $15,000",37.9
2022,AK,Education,Less than high school,33.4
2022,AK,Sex,Male,31.2
2022,AK,Race/Ethnicity,Non-Hispanic Black,33.4
2022,AK,Race/Ethnicity,Non-Hispanic White,31.3
2022,AK,Education,Some college or technical school,36.0
2022,AK,Total,Total,32.1
2022,AZ,Income,"$15,000 - $24,999",35.6
2022,AZ,Income,"$25,000 - $34,999",35.5
2022,AZ,Income,"$35,000 - $49,999",33.8
2022,AZ,Income,"$50,000 - $74,999",33.5
2022,AZ,Income,"$75,000 or greater",35.7
2022,AZ,Age (years),18 - 24,23.3
2022,AZ,Race/Ethnicity,2 or more races,39.6
2022,AZ,Age (years),25 - 34,33.9
2022,AZ,Age (years),35 - 44,34.9
2022,AZ,Age (years),45 - 54,41.6
2022,AZ,Age (years),55 - 64,35.1
2022,AZ,Age (years),65 or older,30.4
2022,AZ,Race/Ethnicity,American Indian/Alaska Native,47.9
2022,AZ,Race/Ethnicity,Asian,11.6
2022,AZ,Education,College graduate,29.0
2022,AZ,Income,Data not reported,30.7
2022,AZ,Sex,Female,33.8
2022,AZ,Education,High school graduate,33.5
2022,AZ,Race/Ethnicity,Hispanic,41.5
2022,AZ,Income,"Less than $15,000",36.2
2022,AZ,Education,Less than high school,38.3
2022,AZ,Sex,Male,32.7
2022,AZ,Race/Ethnicity,Non-Hispanic Black,43.5
2022,AZ,Race/Ethnicity,Non-Hispanic White,28.7
2022,AZ,Education,Some college or technical school,34.9
2022,AZ,Total,Total,33.2
2022,AR,Income,"$15,000 - $24,999",39.4
2022,AR,Income,"$25,000 - $34,999",35.1
2022,AR,Income,"$35,000 - $49,999",42.8
2022,AR,Income,"$50,000 - $74,999",39.9
2022,AR,Income,"$75,000 or greater",39.1
2022,AR,Age (years),18 - 24,27.6
2022,AR,Race/Ethnicity,2 or more races,40.7
2022,AR,Age (years),25 - 34,39.0
2022,AR,Age (years),35 - 44,40.0
2022,AR,Age (years),45 - 54,46.1
2022,AR,Age (years),55 - 64,40.8
2022,AR,Age (years),65 or older,32.3
2022,AR,Race/Ethnicity,American Indian/Alaska Native,39.7
2022,AR,Education,College graduate,36.1
2022,AR,Income,Data not reported,33.1
2022,AR,Sex,Female,39.6
2022,AR,Education,High school graduate,39.1
2022,AR,Race/Ethnicity,Hispanic,30.3
2022,AR,Income,"Less than $15,000",39.6
2022,AR,Education,Less than high school,30.4
2022,AR,Sex,Male,35.3
2022,AR,Race/Ethnicity,Non-Hispanic Black,43.8
2022,AR,Race/Ethnicity,Non-Hispanic White,36.5
2022,AR,Education,Some college or technical school,39.3
2022,AR,Total,Total,37.4
2022,CA,Income,"$15,000 - $24,999",31.4
2022,CA,Income,"$25,000 - $34,999",34.0
2022,CA,Income,"$35,000 - $49,999",29.3
2022,CA,Income,"$50,000 - $74,999",31.1
2022,CA,Income,"$75,000 or greater",24.5
2022,CA,Age (years),18 - 24,13.8
2022,CA,Race/Ethnicity,2 or more races,26.6
2022,CA,Age (years),25 - 34,28.4
2022,CA,Age (years),35 - 44,34.8
2022,CA,Age (years),45 - 54,32.7
2022,CA,Age (years),55 - 64,29.6
2022,CA,Age (years),65 or older,25.5
2022,CA,Race/Ethnicity,American Indian/Alaska Native,42.4
2022,CA,Race/Ethnicity,Asian,12.5
2022,CA,Education,College graduate,20.2
2022,CA,Income,Data not reported,25.3
2022,CA,Sex,Female,27.9
2022,CA,Race/Ethnicity,Hawaiian/Pacific Islander,28.6
